EdFiEntity,EdFiEntityPath,EdFiElementName,EdFiElementType,EdFiRequired,EdFiElementDescription,EdFiEntityDescription,CEDSElementName,CEDSElementType,CEDSElementDefinition,CEDSGlobalId,CEDSMappingNotes,CEDSMappingConfidence,CEDSDWTable,CEDSDWColumn,CEDSDWElementType,CEDSStagingTable,CEDSStagingColumn,CEDSStagingElementType,CEDSOntologyClassURI,CEDSOntologyClassLabel,CEDSOntologyConceptSchemeURI,CEDSOntologyConceptSchemeLabel,CEDSOntologyPropertyURI,CEDSOntologyPropertyLabel,CEDSOntologyPropertyNotation,CEDSOntologyPropertyRangeIncludes
Contact,Name.PreferredLastSurname,PreferredLastSurname,String,0,"The last name the individual prefers, if different from their legal last name","This entity represents a contact of a student, such as a parent, guardian or caretaker.",Other Last Name,Alphanumeric - 35 characters maximum,A last name given to a person.,001513,Used in conjuction with Other Name Type = Preferred Family Name,Yes,,,,,,,http://ceds.ed.gov/terms#C200304,Person Other Name,,,http://ceds.ed.gov/terms#P001513,Other Last Name,OtherLastName,http://www.w3.org/2001/XMLSchema#string
Contact,OtherName.FirstName,FirstName,String,1,"A name given to an individual at birth, baptism, or during another naming ceremony, or through legal change.","This entity represents a contact of a student, such as a parent, guardian or caretaker.",First Name,Alphanumeric - 75 characters maximum,"The full legal first name given to a person at birth, baptism, or through legal change.",000115,,Yes,DimPeople,FirstName,nvarchar(75),,,,http://ceds.ed.gov/terms#C200377,Person Name,,,http://ceds.ed.gov/terms#P000115,First Name,FirstName,http://www.w3.org/2001/XMLSchema#string
Contact,OtherName.GenerationCodeSuffix,GenerationCodeSuffix,String,0,"An appendage, if any, used to denote an individual's generation in his family (e.g., Jr., Sr., III).","This entity represents a contact of a student, such as a parent, guardian or caretaker.",Generation Code or Suffix,Alphanumeric - 10 characters maximum,"An appendage, if any, used to denote a person's generation in his family (e.g., Jr., Sr., III).",000121,,Yes,,,,,,,http://ceds.ed.gov/terms#C200377,Person Name,,,http://ceds.ed.gov/terms#P000121,Generation Code or Suffix,GenerationCodeOrSuffix,http://www.w3.org/2001/XMLSchema#string
Contact,OtherName.LastSurname,LastSurname,String,1,The name borne in common by members of a family.,"This entity represents a contact of a student, such as a parent, guardian or caretaker.",Last or Surname,Alphanumeric - 75 characters maximum,The full legal last name borne in common by members of a family.,000172,,Yes,DimPeople,LastOrSurname,nvarchar(75),,,,http://ceds.ed.gov/terms#C200377,Person Name,,,http://ceds.ed.gov/terms#P000172,Last or Surname,LastOrSurname,http://www.w3.org/2001/XMLSchema#string
Contact,OtherName.MiddleName,MiddleName,String,0,"A secondary name given to an individual at birth, baptism, or during another naming ceremony.","This entity represents a contact of a student, such as a parent, guardian or caretaker.",Middle Name,Alphanumeric - 75 characters maximum,"A full legal middle name given to a person at birth, baptism, or through legal change.",000184,,Yes,DimPeople,MiddleName,nvarchar(75),,,,http://ceds.ed.gov/terms#C200377,Person Name,,,http://ceds.ed.gov/terms#P000184,Middle Name,MiddleName,http://www.w3.org/2001/XMLSchema#string
Contact,OtherName.PersonalTitlePrefix,PersonalTitlePrefix,String,0,"A prefix used to denote the title, degree, position, or seniority of the individual.","This entity represents a contact of a student, such as a parent, guardian or caretaker.",Personal Title or Prefix,Alphanumeric - 30 characters maximum,"An appellation, if any, used to denote rank, placement, or status (e.g., Mr., Ms., Reverend, Sister, Dr., Colonel).",000212,,Yes,DimPeople,PersonalTitleOrPrefix,nvarchar(200),,,,http://ceds.ed.gov/terms#C200377,Person Name,,,http://ceds.ed.gov/terms#P000212,Personal Title or Prefix,PersonalTitleOrPrefix,http://www.w3.org/2001/XMLSchema#string
Contact,Telephone.TelephoneNumber,TelephoneNumber,String,1,"The telephone number including the area code, and extension, if applicable.","This entity represents a contact of a student, such as a parent, guardian or caretaker.",Telephone Number,Alphanumeric - 24 characters maximum,"The telephone number including the area code, and extension, if applicable.",000279,,Yes,,,,,,,http://ceds.ed.gov/terms#C200272,Telephone,,,http://ceds.ed.gov/terms#P000279,Telephone Number,TelephoneNumber,http://www.w3.org/2001/XMLSchema#string
Course,CourseCode,CourseCode,String,1,A unique alphanumeric code assigned to a course.,This educational entity represents the organization of subject matter and related learning experiences provided for the instruction of students on a regular or systematic basis.,Course Identifier,Alphanumeric - 40 characters maximum,The actual code that identifies the organization of subject matter and related learning experiences provided for the instruction of students.,000055,,Yes,,,,,,,http://ceds.ed.gov/terms#C200252,Organization Identification,,,http://ceds.ed.gov/terms#P000055,Course Identifier,CourseIdentifier,http://www.w3.org/2001/XMLSchema#string
Course,CourseDescription,CourseDescription,String,0,A description of the content standards and goals covered in the course. Reference may be made to state or national content standards.,This educational entity represents the organization of subject matter and related learning experiences provided for the instruction of students on a regular or systematic basis.,Course Description,Alphanumeric-1024 characters maximum,A description of the course content and/or goals. Reference may be made to state or national content standards.,000517,,Yes,,,,,,,http://ceds.ed.gov/terms#C200072,Course,,,http://ceds.ed.gov/terms#P000517,Course Description,CourseDescription,http://www.w3.org/2001/XMLSchema#string
Course,CourseIdentificationCode.AssigningOrganizationIdentificationCode,AssigningOrganizationIdentificationCode,String,0,The organization code or name assigning the Identification Code.,This educational entity represents the organization of subject matter and related learning experiences provided for the instruction of students on a regular or systematic basis.,Not in CEDS,,,000000,May look at the element Course Code System. In CEDS we do not have a way to identify the actual agency that created the identifier for any identifiers. This would be good to add.,Not in CEDS,,,,,,,,,,,,,,
Course,CourseIdentificationCode.CourseCatalogURL,CourseCatalogURL,String,0,The URL for the course catalog that defines the course identification code.,This educational entity represents the organization of subject matter and related learning experiences provided for the instruction of students on a regular or systematic basis.,Not in CEDS,,,000000,,Not in CEDS,,,,,,,,,,,,,,
Course,CourseIdentificationCode.IdentificationCode,IdentificationCode,String,1,"A unique number or alphanumeric code assigned to a course by a school, school system, state, or other agency or entity. For multi-part course codes, concatenate the parts separated by a ""/"". For example, consider the following SCED code- subject = 20 Math course = 272 Geometry level = G General credits = 1.00 course sequence 1 of 1- would be entered as 20/272/G/1.00/1 of 1.",This educational entity represents the organization of subject matter and related learning experiences provided for the instruction of students on a regular or systematic basis.,Course Identifier,Alphanumeric - 40 characters maximum,The actual code that identifies the organization of subject matter and related learning experiences provided for the instruction of students.,000055,,Yes,,,,,,,http://ceds.ed.gov/terms#C200252,Organization Identification,,,http://ceds.ed.gov/terms#P000055,Course Identifier,CourseIdentifier,http://www.w3.org/2001/XMLSchema#string
Course,CourseTitle,CourseTitle,String,1,"The descriptive name given to a course of study offered in a school or other institution or organization. In departmentalized classes at the elementary, secondary, and postsecondary levels (and for staff development activities), this refers to the name by which a course is identified (e.g., American History, English III). For elementary and other non-departmentalized classes, it refers to any portion of the instruction for which a grade or report is assigned (e.g., reading, composition, spelling, and language arts).",This educational entity represents the organization of subject matter and related learning experiences provided for the instruction of students on a regular or systematic basis.,Course Title,Alphanumeric - 60 characters maximum,"The descriptive name given to a course of study offered in a school or other institution or organization. In departmentalized classes at the elementary, secondary, and postsecondary levels (and for staff development activities), this refers to the name by which a course is identified (e.g., American History, English III). For elementary and other non-departmentalized classes, it refers to any portion of the instruction for which a grade or report is assigned (e.g., reading, composition, spelling, and language arts).",000067,,Yes,,,,,,,http://ceds.ed.gov/terms#C200246,Organization Name,,,http://ceds.ed.gov/terms#P000067,Course Title,CourseTitle,http://www.w3.org/2001/XMLSchema#string
CourseOffering,LocalCourseCode,LocalCourseCode,String,1,The local code assigned by the School that identifies the course offering provided for the instruction of students.,This entity represents an entry in the course catalog of available courses offered by the school during a session.,Course Identifier,Alphanumeric - 40 characters maximum,The actual code that identifies the organization of subject matter and related learning experiences provided for the instruction of students.,000055,When used in conjuction with Course Code System,Yes,,,,,,,http://ceds.ed.gov/terms#C200252,Organization Identification,,,http://ceds.ed.gov/terms#P000055,Course Identifier,CourseIdentifier,http://www.w3.org/2001/XMLSchema#string
CourseOffering,LocalCourseTitle,LocalCourseTitle,String,0,"The descriptive name given to a course of study offered in the school, if different from the course title.",This entity represents an entry in the course catalog of available courses offered by the school during a session.,Course Title,Alphanumeric - 60 characters maximum,"The descriptive name given to a course of study offered in a school or other institution or organization. In departmentalized classes at the elementary, secondary, and postsecondary levels (and for staff development activities), this refers to the name by which a course is identified (e.g., American History, English III). For elementary and other non-departmentalized classes, it refers to any portion of the instruction for which a grade or report is assigned (e.g., reading, composition, spelling, and language arts).",000067,When used in conjuction with Course Code System,Yes,,,,,,,http://ceds.ed.gov/terms#C200246,Organization Name,,,http://ceds.ed.gov/terms#P000067,Course Title,CourseTitle,http://www.w3.org/2001/XMLSchema#string
Cohort,AcademicSubject,AcademicSubjectDescriptor,Descriptor,0,The academic subject associated with an academic intervention.,,,,,000000,Not in CEDS for this context,Not in CEDS,,,,,,,,,,,,,,
Credential,AcademicSubject,AcademicSubjectDescriptor,Descriptor,0,The academic subjects to which the credential pertains.,,,,,000000,Not in CEDS for this context,Not in CEDS,,,,,,,,,,,,,,
OrganizationDepartment,AcademicSubject,AcademicSubjectDescriptor,Descriptor,0,The intended major subject area of the department.,,,,,000000,Not in CEDS for this context,Not in CEDS,,,,,,,,,,,,,,
PerformanceEvaluation (TPDM),AcademicSubject,AcademicSubjectDescriptor,Descriptor,0,The description of the content or subject area of a performance evaluation.,,,,,000000,Not in CEDS for this context,Not in CEDS,,,,,,,,,,,,,,
CourseTranscript,AcademicSubject,AcademicSubjectDescriptor,Descriptor,0,The subject area for the course transcript credits awarded in the course transcript.,,School Courses for the Exchange of Data Course Subject Area,Has Option Set,The intended major subject area of the education course.,001518,"For a course, CEDS would use SCED. Also note: Course Subject Abbreviation which is Local Abbreviation - could also use Course Identifier along with Course Code System",Maybe,,,,,,,http://ceds.ed.gov/terms#C200160,K12 Student Graduation Plan,http://ceds.ed.gov/terms#C001518,School Courses for the Exchange of Data Course Subject Area,http://ceds.ed.gov/terms#P001518,Has School Courses for the Exchange of Data Course Subject Area,hasSCEDCourseSubjectArea,http://ceds.ed.gov/terms#C001518
Course,AcademicSubject,AcademicSubjectDescriptor,Descriptor,0,The intended major subject/s area of the course.,,School Courses for the Exchange of Data Course Subject Area,Has Option Set,The intended major subject area of the education course.,001518,"For a course, CEDS would use SCED.",Maybe,,,,,,,http://ceds.ed.gov/terms#C200160,K12 Student Graduation Plan,http://ceds.ed.gov/terms#C001518,School Courses for the Exchange of Data Course Subject Area,http://ceds.ed.gov/terms#P001518,Has School Courses for the Exchange of Data Course Subject Area,hasSCEDCourseSubjectArea,http://ceds.ed.gov/terms#C001518
Assessment,AcademicSubject,AcademicSubjectDescriptor,Descriptor,0,"The description of the content or subject area (e.g., arts, mathematics, reading, stenography, or a foreign language) of an assessment.",,Assessment Academic Subject,Has Option Set,"The description of the academic content or subject area (e.g., arts, mathematics, reading, or a foreign language) being evaluated.",000021,,Yes,DimAssessments,AssessmentAcademicSubjectCode,nvarchar(100),,,,http://ceds.ed.gov/terms#C200010,Assessment Subtest,http://ceds.ed.gov/terms#C000021,Assessment Academic Subject,http://ceds.ed.gov/terms#P000021,Has Assessment Academic Subject,hasAssessmentAcademicSubject,http://ceds.ed.gov/terms#C000021
EducatorPreparationProgram (TPDM),AccreditationStatus,AccreditationStatusDescriptor,Descriptor,0,The current accreditation status of the Educator Preparation Program.,,Higher Education Institution Accreditation Status,Has Option Set,An indication of the accreditation status of a higher education institution.,000818,When used with a higher education institution,Maybe,,,,,,,http://ceds.ed.gov/terms#C200240,Person Degree Or Certificate,http://ceds.ed.gov/terms#C000818,Higher Education Institution Accreditation Status,http://ceds.ed.gov/terms#P000818,Has Higher Education Institution Accreditation Status,hasHigherEducationInstitutionAccredidationStatus,http://ceds.ed.gov/terms#C000818
EducatorPreparationProgram (TPDM),AccreditationStatus,AccreditationStatusDescriptor,Descriptor,0,The current accreditation status of the Educator Preparation Program.,,Accreditation Award Date,YYYY-MM-DD,"The year, month and day when an accreditation was awarded.",000840,The status would go through the Credentialing process in CEDS - It is a credential for an organization.,Maybe,,,,,,,http://ceds.ed.gov/terms#C200240,Organization Accreditation,,,http://ceds.ed.gov/terms#P000840,Accreditation Award Date,AccreditationAwardDate,http://www.w3.org/2001/XMLSchema#date
Credential,CertificationRoute,CertificationRouteDescriptor,Descriptor,0,"The process, program, or pathway used to obtain certification.",,Teaching Credential Basis,Has Option Set,An indication of the pre-determined criteria for granting the teaching credential that a person holds.,000277,,Maybe,,,,,,,http://ceds.ed.gov/terms#C200323,Staff Credential,http://ceds.ed.gov/terms#C000277,Teaching Credential Basis,http://ceds.ed.gov/terms#P000277,Has Teaching Credential Basis,hasTeachingCredentialBasis,http://ceds.ed.gov/terms#C000277
Credential,CertificationRoute,CertificationRouteDescriptor,Descriptor,0,"The process, program, or pathway used to obtain certification.",,Alternative Route to Certification or Licensure,Has Option Set,An indication of whether a person is enrolled in an alternative teacher preparation program as defined by Title II.,000769,Indication of an alternative route,Maybe,,,,,,,http://ceds.ed.gov/terms#C200323,Program Participation Teacher Prep,http://ceds.ed.gov/terms#C000769,Alternative Route to Certification or Licensure,http://ceds.ed.gov/terms#P000769,Has Alternative Route to Certification or Licensure,hasAlternativeRouteToCertificationOrLicensure,http://ceds.ed.gov/terms#C000769
